battery_id,order_id,battery_name_id,quantity,order_date,order_time,unit_price,total_price,battery_size,battery_category,battery_specifications,battery_name
166,19402,universal_battery_pack_id,1,25-05-2024,11:21:54,35032.75,35032.75,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
167,1107,intelligent_power_pack_id,1,09-04-2024,15:45:44,39293.83,39293.83,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
168,4787,universal_battery_pack_id,1,01-09-2024,13:01:37,44281.42,44281.42,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
169,1599,generic_lithium_ion_pack_id,1,14-02-2024,18:33:59,59223.69,59223.69,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
170,7171,quick_swap_power_pack_id,1,01-12-2024,11:42:07,43862.95,43862.95,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
171,11587,generic_lithium_ion_pack_id,1,26-08-2024,11:39:55,51522.4,51522.4,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
172,11871,high_capacity_li_ion_id,1,24-09-2024,20:29:22,109766.83,109766.83,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
173,7590,quick_swap_power_pack_id,1,11-03-2024,12:32:04,33579.71,33579.71,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
174,12916,universal_battery_pack_id,1,06-01-2024,11:53:43,48194.82,48194.82,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
175,1405,universal_battery_pack_id,1,20-03-2024,15:00:13,55628.66,55628.66,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
176,3863,intelligent_power_pack_id,1,28-10-2024,19:50:37,47772.03,47772.03,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
177,6488,quick_swap_power_pack_id,1,16-02-2024,18:51:40,31541.0,31541.0,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
178,1744,universal_battery_pack_id,1,27-08-2024,14:26:51,44235.71,44235.71,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
179,15884,universal_battery_pack_id,1,04-05-2024,11:42:00,33621.21,33621.21,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
180,19778,intelligent_power_pack_id,1,29-06-2024,18:36:48,41427.92,41427.92,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
181,5242,high_capacity_li_ion_id,1,02-01-2024,19:56:06,66273.78,66273.78,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
182,10345,generic_lithium_ion_pack_id,1,21-08-2024,13:19:27,41767.68,41767.68,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
183,12445,high_capacity_li_ion_id,1,28-10-2024,13:04:28,69745.69,69745.69,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
184,18131,generic_lithium_ion_pack_id,1,30-11-2024,18:54:32,31187.61,31187.61,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
185,8812,high_capacity_li_ion_id,2,20-05-2024,13:56:53,110342.88,220685.76,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
186,16096,universal_battery_pack_id,1,11-04-2024,18:16:20,51914.09,51914.09,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
187,14010,high_capacity_li_ion_id,1,19-05-2024,22:26:27,115157.02,115157.02,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
188,14281,intelligent_power_pack_id,1,21-08-2024,21:48:23,32399.43,32399.43,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
189,12252,universal_battery_pack_id,1,16-01-2024,12:02:23,57855.62,57855.62,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
190,10679,high_capacity_li_ion_id,1,15-02-2024,19:09:57,75729.01,75729.01,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
191,19946,generic_lithium_ion_pack_id,1,16-12-2024,16:13:46,50539.32,50539.32,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
192,5210,quick_swap_power_pack_id,1,21-02-2024,14:48:09,49856.52,49856.52,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
193,21122,generic_lithium_ion_pack_id,1,28-02-2024,16:08:21,64644.19,64644.19,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
194,8815,universal_battery_pack_id,1,07-12-2024,14:28:47,37231.43,37231.43,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
195,13714,generic_lithium_ion_pack_id,1,20-03-2024,11:29:04,54984.84,54984.84,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
196,10015,quick_swap_power_pack_id,1,23-02-2024,14:41:37,31938.89,31938.89,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
197,2640,quick_swap_power_pack_id,1,25-04-2024,19:21:23,44849.89,44849.89,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
198,17184,intelligent_power_pack_id,1,05-02-2024,16:21:59,36504.65,36504.65,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
199,11626,generic_lithium_ion_pack_id,1,30-04-2024,19:01:05,51070.33,51070.33,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
200,18349,intelligent_power_pack_id,1,25-05-2024,13:48:16,45206.35,45206.35,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
201,11531,universal_battery_pack_id,1,24-11-2024,13:22:39,66151.84,66151.84,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
202,4496,high_capacity_li_ion_id,1,04-01-2024,16:15:33,112775.29,112775.29,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
203,12453,quick_swap_power_pack_id,1,24-02-2024,14:31:51,37301.46,37301.46,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
204,13265,quick_swap_power_pack_id,1,01-10-2024,19:31:39,29300.11,29300.11,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
205,18752,generic_lithium_ion_pack_id,1,03-10-2024,14:38:57,57665.91,57665.91,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
206,11198,high_capacity_li_ion_id,1,11-04-2024,17:45:28,113840.0,113840.0,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
207,19588,high_capacity_li_ion_id,1,15-04-2024,17:08:29,61298.76,61298.76,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
208,2749,generic_lithium_ion_pack_id,1,26-05-2024,17:21:37,64009.49,64009.49,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
209,4216,intelligent_power_pack_id,1,28-06-2024,18:23:38,41175.94,41175.94,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
210,4477,intelligent_power_pack_id,1,17-02-2024,13:03:10,36967.24,36967.24,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
211,6567,universal_battery_pack_id,1,08-06-2024,20:44:30,62752.71,62752.71,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
212,9122,universal_battery_pack_id,1,15-02-2024,15:19:03,54958.5,54958.5,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
213,1247,universal_battery_pack_id,1,12-08-2024,19:54:37,55278.73,55278.73,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
214,628,quick_swap_power_pack_id,1,31-08-2024,22:47:17,43845.35,43845.35,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
215,3185,quick_swap_power_pack_id,1,12-04-2024,13:22:07,42634.13,42634.13,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
216,10218,intelligent_power_pack_id,1,26-04-2024,21:35:21,35022.08,35022.08,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
217,17799,quick_swap_power_pack_id,1,07-11-2024,21:06:50,27378.76,27378.76,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
218,16786,universal_battery_pack_id,2,17-09-2024,12:30:56,42419.33,84838.67,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
219,17512,universal_battery_pack_id,1,25-04-2024,21:25:53,55152.64,55152.64,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
220,11749,quick_swap_power_pack_id,1,17-10-2024,21:08:53,33542.91,33542.91,XL,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
221,18215,generic_lithium_ion_pack_id,1,28-02-2024,22:02:26,36970.6,36970.6,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
222,11672,universal_battery_pack_id,1,02-07-2024,18:09:50,44454.27,44454.27,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
223,10436,intelligent_power_pack_id,1,18-10-2024,19:35:59,32322.16,32322.16,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
224,15258,quick_swap_power_pack_id,1,25-11-2024,17:05:36,37792.47,37792.47,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
225,13096,high_capacity_li_ion_id,1,31-07-2024,12:24:05,65473.74,65473.74,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
226,16797,generic_lithium_ion_pack_id,1,29-05-2024,15:58:32,32687.7,32687.7,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
227,15920,high_capacity_li_ion_id,1,23-08-2024,17:59:49,94247.27,94247.27,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
228,15893,high_capacity_li_ion_id,1,29-04-2024,12:42:00,77734.42,77734.42,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
229,5220,intelligent_power_pack_id,1,14-05-2024,16:50:51,47992.67,47992.67,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
230,2834,universal_battery_pack_id,1,10-09-2024,12:43:07,56338.97,56338.97,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
231,19281,intelligent_power_pack_id,1,18-07-2024,19:51:51,33072.29,33072.29,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
232,3283,intelligent_power_pack_id,1,03-10-2024,10:54:03,29627.54,29627.54,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
233,15917,high_capacity_li_ion_id,1,23-03-2024,17:24:43,115001.57,115001.57,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
234,82,universal_battery_pack_id,1,11-06-2024,12:45:51,66332.8,66332.8,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
235,4123,generic_lithium_ion_pack_id,2,12-12-2024,12:53:38,39292.22,78584.44,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
236,15593,universal_battery_pack_id,1,10-11-2024,11:48:24,33024.49,33024.49,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
237,14017,quick_swap_power_pack_id,1,02-02-2024,12:37:39,35344.39,35344.39,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
238,3686,quick_swap_power_pack_id,1,03-11-2024,20:20:00,28725.2,28725.2,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
239,4528,high_capacity_li_ion_id,1,11-08-2024,19:50:37,116131.1,116131.1,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
240,9755,universal_battery_pack_id,1,18-08-2024,13:02:09,41976.96,41976.96,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
241,17985,intelligent_power_pack_id,1,29-05-2024,21:37:59,43254.52,43254.52,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
242,13308,intelligent_power_pack_id,1,20-09-2024,16:37:17,28480.43,28480.43,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
243,16266,high_capacity_li_ion_id,1,25-01-2024,14:51:57,108931.26,108931.26,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
244,13289,universal_battery_pack_id,1,06-11-2024,12:33:26,63323.55,63323.55,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
245,3219,universal_battery_pack_id,1,12-02-2024,20:21:54,30521.64,30521.64,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
246,14479,intelligent_power_pack_id,1,30-03-2024,14:08:20,34651.11,34651.11,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
247,2915,generic_lithium_ion_pack_id,1,21-05-2024,16:34:02,68899.75,68899.75,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
248,13417,high_capacity_li_ion_id,1,13-03-2024,13:57:07,93556.17,93556.17,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
249,13213,universal_battery_pack_id,1,19-01-2024,21:24:20,63960.34,63960.34,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
250,12915,generic_lithium_ion_pack_id,1,10-08-2024,11:51:14,69288.91,69288.91,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
251,173,generic_lithium_ion_pack_id,1,03-01-2024,17:35:30,47211.97,47211.97,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
252,17772,high_capacity_li_ion_id,1,25-10-2024,14:05:25,70901.46,70901.46,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
253,3584,universal_battery_pack_id,1,26-12-2024,12:30:47,40412.97,40412.97,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
254,3890,quick_swap_power_pack_id,1,03-09-2024,14:01:23,31096.65,31096.65,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
255,1196,quick_swap_power_pack_id,1,08-07-2024,20:44:41,33226.01,33226.01,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
256,2803,quick_swap_power_pack_id,1,20-10-2024,16:23:34,49136.04,49136.04,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
257,5512,generic_lithium_ion_pack_id,1,22-09-2024,12:59:05,61640.23,61640.23,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
258,20321,high_capacity_li_ion_id,1,13-05-2024,19:14:15,107889.13,107889.13,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
259,15555,high_capacity_li_ion_id,1,02-02-2024,15:59:51,65397.88,65397.88,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
260,2644,high_capacity_li_ion_id,1,23-05-2024,20:22:27,68797.94,68797.94,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
261,20196,universal_battery_pack_id,1,18-02-2024,19:29:01,36464.33,36464.33,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
262,3602,generic_lithium_ion_pack_id,1,05-04-2024,14:43:05,60005.59,60005.59,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
263,7797,quick_swap_power_pack_id,1,24-05-2024,17:39:42,43997.51,43997.51,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
264,5832,generic_lithium_ion_pack_id,1,27-09-2024,16:30:57,54869.1,54869.1,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
265,1363,intelligent_power_pack_id,1,07-07-2024,17:46:45,31347.26,31347.26,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
266,19358,intelligent_power_pack_id,1,14-06-2024,18:26:17,42984.52,42984.52,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
267,1309,high_capacity_li_ion_id,1,02-06-2024,20:04:42,65023.33,65023.33,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
268,1922,high_capacity_li_ion_id,1,06-11-2024,20:09:20,73564.02,73564.02,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
269,15193,quick_swap_power_pack_id,1,11-09-2024,17:16:54,36630.0,36630.0,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
270,16516,quick_swap_power_pack_id,1,11-04-2024,15:10:43,35952.88,35952.88,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
271,11927,intelligent_power_pack_id,1,22-06-2024,18:18:50,44612.22,44612.22,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
272,10929,high_capacity_li_ion_id,1,20-11-2024,11:50:40,114134.89,114134.89,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
273,6202,universal_battery_pack_id,1,30-07-2024,21:53:08,45901.24,45901.24,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
274,19271,intelligent_power_pack_id,1,01-05-2024,18:22:35,34680.21,34680.21,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
275,14898,generic_lithium_ion_pack_id,1,27-08-2024,18:42:40,54506.58,54506.58,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
276,21198,generic_lithium_ion_pack_id,1,15-04-2024,15:39:02,61613.64,61613.64,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
277,20411,universal_battery_pack_id,1,11-06-2024,14:19:24,56997.55,56997.55,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
278,10053,universal_battery_pack_id,1,11-03-2024,12:09:43,57762.98,57762.98,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
279,8704,quick_swap_power_pack_id,1,06-07-2024,16:54:40,46641.39,46641.39,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
280,360,generic_lithium_ion_pack_id,1,14-03-2024,18:50:38,49898.36,49898.36,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
281,2073,universal_battery_pack_id,1,08-02-2024,13:35:51,61876.52,61876.52,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
282,13096,quick_swap_power_pack_id,1,12-06-2024,12:24:05,41521.76,41521.76,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
283,1824,intelligent_power_pack_id,1,18-07-2024,18:20:38,26200.67,26200.67,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
284,17090,high_capacity_li_ion_id,1,10-11-2024,18:39:23,108274.71,108274.71,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
285,8011,universal_battery_pack_id,1,22-12-2024,21:02:58,35588.41,35588.41,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
286,16986,quick_swap_power_pack_id,1,01-07-2024,15:48:48,37339.2,37339.2,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
287,1661,universal_battery_pack_id,1,15-03-2024,19:05:34,59184.99,59184.99,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
288,10954,quick_swap_power_pack_id,1,27-12-2024,15:01:45,39315.65,39315.65,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
289,20318,intelligent_power_pack_id,1,23-11-2024,19:01:42,47752.75,47752.75,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
290,3420,generic_lithium_ion_pack_id,1,10-01-2024,13:37:23,46120.48,46120.48,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
291,19401,high_capacity_li_ion_id,1,20-02-2024,22:31:38,103940.95,103940.95,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
292,20703,generic_lithium_ion_pack_id,1,24-10-2024,12:22:17,45833.51,45833.51,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
293,10764,generic_lithium_ion_pack_id,1,10-12-2024,14:24:19,48669.49,48669.49,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
294,14090,intelligent_power_pack_id,1,06-10-2024,15:10:48,42907.66,42907.66,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
295,2908,generic_lithium_ion_pack_id,1,12-10-2024,14:17:18,67756.1,67756.1,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
296,7589,high_capacity_li_ion_id,1,12-02-2024,12:28:02,71003.71,71003.71,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
297,13723,generic_lithium_ion_pack_id,1,08-08-2024,12:30:03,43915.04,43915.04,S,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
298,20842,intelligent_power_pack_id,1,19-01-2024,13:56:21,43698.82,43698.82,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
299,13131,quick_swap_power_pack_id,1,26-09-2024,19:03:39,30008.31,30008.31,S,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
300,785,intelligent_power_pack_id,1,16-04-2024,11:28:44,49327.01,49327.01,L,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
301,12114,universal_battery_pack_id,1,13-08-2024,21:15:17,57682.05,57682.05,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
302,18054,universal_battery_pack_id,1,27-10-2024,13:52:02,50442.09,50442.09,S,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
303,14184,high_capacity_li_ion_id,1,18-01-2024,12:53:57,107267.29,107267.29,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
304,3786,high_capacity_li_ion_id,1,11-07-2024,15:48:08,93151.06,93151.06,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
305,8069,generic_lithium_ion_pack_id,1,29-02-2024,18:37:09,60010.51,60010.51,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
306,18421,high_capacity_li_ion_id,1,07-05-2024,16:58:03,66661.76,66661.76,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
307,118,intelligent_power_pack_id,1,28-10-2024,19:26:59,32979.02,32979.02,S,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
308,15202,quick_swap_power_pack_id,1,17-10-2024,17:53:07,46287.62,46287.62,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
309,7978,universal_battery_pack_id,1,19-04-2024,15:31:04,67326.22,67326.22,M,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
310,17563,high_capacity_li_ion_id,1,22-08-2024,11:34:31,112108.61,112108.61,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
311,6580,universal_battery_pack_id,1,28-10-2024,12:25:55,59641.77,59641.77,L,Standardized Batteries,"Standardized form factor, interoperable",Universal Battery Pack
312,12196,high_capacity_li_ion_id,1,07-08-2024,13:32:31,73946.07,73946.07,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
313,6226,high_capacity_li_ion_id,1,27-04-2024,14:19:41,82413.91,82413.91,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
314,9370,quick_swap_power_pack_id,1,08-09-2024,19:13:35,29623.17,29623.17,M,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
315,13235,high_capacity_li_ion_id,1,29-06-2024,14:12:12,60387.51,60387.51,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
316,11586,intelligent_power_pack_id,1,06-02-2024,11:38:36,31792.68,31792.68,M,Smart Batteries,"Integrated BMS, real-time monitoring",Intelligent Power Pack
317,15049,high_capacity_li_ion_id,1,31-01-2024,13:54:31,90005.34,90005.34,M,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
318,12313,generic_lithium_ion_pack_id,1,22-12-2024,21:21:13,35814.76,35814.76,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
319,267,high_capacity_li_ion_id,1,27-02-2024,13:37:50,104040.15,104040.15,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
320,11983,high_capacity_li_ion_id,1,19-08-2024,18:19:23,64008.73,64008.73,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
321,16796,quick_swap_power_pack_id,1,21-05-2024,15:35:26,39599.87,39599.87,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
322,10285,generic_lithium_ion_pack_id,1,26-04-2024,13:04:31,32666.57,32666.57,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
323,7699,generic_lithium_ion_pack_id,1,02-08-2024,20:46:07,38322.92,38322.92,L,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
324,13042,high_capacity_li_ion_id,1,16-06-2024,12:43:59,72766.84,72766.84,S,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
325,18655,quick_swap_power_pack_id,1,07-01-2024,18:09:02,40848.37,40848.37,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
326,3127,generic_lithium_ion_pack_id,1,15-04-2024,20:40:10,33671.18,33671.18,M,Lithium-Ion Batteries,"High energy density, long cycle life",Generic Lithium-Ion Pack
327,12788,high_capacity_li_ion_id,1,07-06-2024,19:58:11,111387.4,111387.4,L,"60V, 100Ah Lithium-Ion Battery","60V, 100Ah, e-rickshaw compatible",High-Capacity Li-Ion
328,4394,quick_swap_power_pack_id,1,27-11-2024,18:56:08,32790.52,32790.52,L,Swappable Batteries,"Lightweight, quick-release mechanism",Quick Swap Power Pack
